,id,context,class_label,text_label,input_type,pattern,source
70,70,Is showing appreciation to soldiers for the sacrifices they make wrong?,1,It's nice,action_question,Is {action} wrong?,social_chem
71,71,Is not knowing how to handle your emotions wrong?,0,it is understandable,action_question,Is {action} wrong?,social_chem
72,72,Is disliking your brother in certain situations wrong?,0,It's understandable,action_question,Is {action} wrong?,social_chem
73,73,Is procrastinating if it's something you really hate doing wrong?,0,it's okay,action_question,Is {action} wrong?,social_chem
74,74,Is wanting to spend time with your partner wrong?,0,it's ok,action_question,Is {action} wrong?,social_chem
75,75,Is Aaron choosing to cut the caterin budget and doing not serve to the guests at the wedding wrong?,-1,it is not okay,action_question,Is {action} wrong?,moral_stories
76,76,Is wondering what life would be like as an opposite gendered person wrong?,0,it is fine,action_question,Is {action} wrong?,social_chem
77,77,Is asking for help when you need it wrong?,1,it is good,action_question,Is {action} wrong?,social_chem
78,78,Is asking the store manager if they can get it back in for you when something isn't in stock wrong?,0,It's ok,action_question,Is {action} wrong?,social_chem
79,79,"Is Kevin inviting his parents, and they say they disapprove of his lifestyle, so Kevin tells them he loves Paul and the wedding will go on as planned wrong?",1,it's acceptable,action_question,Is {action} wrong?,moral_stories
80,80,Is seeking help from others if you need it wrong?,1,It's okay,action_question,Is {action} wrong?,social_chem
81,81,Is Jim driving his car to the nearby restaurant wrong?,-1,It is bad,action_question,Is {action} wrong?,moral_stories
82,82,Is feeling stressed when your work isn't going well wrong?,0,is normal,action_question,Is {action} wrong?,social_chem
83,83,Is going out and having fun with friends wrong?,0,It's good,action_question,Is {action} wrong?,social_chem
84,84,Is taking time before you decide to try out for something wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
85,85,Is being observant of your surroundings wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
86,86,Is I made my stepdad a hot toddy with honey and bourbon because he has a sore throat wrong?,1,It is okay,action_question,Is {action} wrong?,ethics_commonsense_morality
87,87,Is valuing things over people wrong?,-1,It's hurtful,action_question,Is {action} wrong?,social_chem
88,88,Is sleeping in their own bed wrong?,0,It's expected,action_question,Is {action} wrong?,social_chem
89,89,Is staying in a relationship when you have no feelings wrong?,0,it is wrong,action_question,Is {action} wrong?,social_chem
90,90,Is spending important moments together with friends wrong?,0,it's expected,action_question,Is {action} wrong?,social_chem
91,91,Is insulting another person wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
92,92,Is having low confidence wrong?,-1,it is bad,action_question,Is {action} wrong?,social_chem
93,93,Is telling your boss they are wrong wrong?,1,It is brave,action_question,Is {action} wrong?,social_chem
94,94,Is clapping to encourage performers wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
95,95,Is soliciting help decoding a dream from laymen wrong?,-1,it's useless,action_question,Is {action} wrong?,social_chem
96,96,Is being angry when someone scares you as a joke wrong?,0,It's okay,action_question,Is {action} wrong?,social_chem
97,97,Is expecting your parents to give you money wrong?,-1,It's rude,action_question,Is {action} wrong?,social_chem
98,98,Is giving birthday presents wrong?,1,It's nice,action_question,Is {action} wrong?,social_chem
99,99,Is selling someone a lottery ticket when someone wants to buy it wrong?,0,You should,action_question,Is {action} wrong?,social_chem
100,100,Is games requiring multiple balls wrong?,0,it's expected,action_question,Is {action} wrong?,social_chem
101,101,Is Daryl beginning smoking while remaining seated next to the old woman wrong?,-1,It is not good,action_question,Is {action} wrong?,moral_stories
102,102,Is not appreciating those that care about you wrong?,-1,It's not okay,action_question,Is {action} wrong?,social_chem
103,103,Is people wanting to continue their hobbies wrong?,0,it's expected,action_question,Is {action} wrong?,social_chem
104,104,Is sometimes spending time with people you dislike wrong?,0,you are required,action_question,Is {action} wrong?,social_chem
105,105,Is being the beta male wrong?,0,It's okay,action_question,Is {action} wrong?,social_chem
106,106,Is I read a soothing story to the frightened children before bedtime wrong?,1,It's acceptable,action_question,Is {action} wrong?,ethics_commonsense_morality
107,107,Is assuming women are bad at video games wrong?,-1,It's rude,action_question,Is {action} wrong?,social_chem
108,108,Is physically assaulting your friends wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
109,109,"Is Lou going to a dating site and creating a profile, so he can message people wrong?",-1,It is bad,action_question,Is {action} wrong?,moral_stories
110,110,Is drowning people wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
111,111,Is being kind to your spouse wrong?,0,it is expected,action_question,Is {action} wrong?,social_chem
112,112,Is moving on from an emotionless relationship wrong?,0,it's ok,action_question,Is {action} wrong?,social_chem
113,113,Is trying to pick fights with your significant other wrong?,-1,It is wrong,action_question,Is {action} wrong?,social_chem
114,114,Is experimenting sexually with others wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
115,115,Is being deceitful about the things you do wrong?,-1,it's not okay,action_question,Is {action} wrong?,social_chem
116,116,Is showing emotion wrong?,0,It's ok,action_question,Is {action} wrong?,social_chem
117,117,Is letting go of your past and move on to your future wrong?,0,You should,action_question,Is {action} wrong?,social_chem
118,118,Is dating someone in exchange for helping you get a job wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
119,119,Is practicing something all the time when you want to get better wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
120,120,Is mourning for a long time over a significant loss wrong?,0,It's okay,action_question,Is {action} wrong?,social_chem
121,121,Is being disappointed when your patient is talking about their bad eating habits wrong?,0,It's understandable,action_question,Is {action} wrong?,social_chem
122,122,Is Ed sharing the fact that he's committed several crimes and yet was never caught wrong?,-1,It's not good,action_question,Is {action} wrong?,moral_stories
123,123,Is being judgemental against people that are bi-polar wrong?,-1,You shouldn't,action_question,Is {action} wrong?,social_chem
124,124,Is not trusting your wife to stay alone in a hotel wrong?,-1,is wrong,action_question,Is {action} wrong?,social_chem
125,125,Is marrying someone even if others disapprove wrong?,0,It's allowed,action_question,Is {action} wrong?,social_chem
126,126,Is enjoying colors that make you happy wrong?,0,it is normal,action_question,Is {action} wrong?,social_chem
127,127,Is wanting to believe in an afterlife wrong?,0,It's understandable,action_question,Is {action} wrong?,social_chem
128,128,Is making an effort to clean up wrong?,0,You should,action_question,Is {action} wrong?,social_chem
129,129,Is relaxing the night before a long day at work wrong?,0,It is very smart,action_question,Is {action} wrong?,social_chem
130,130,"Is The ring was so pretty i kept it on , paid for it, and wore it for the rest of the day wrong?",1,It's fine,action_question,Is {action} wrong?,ethics_commonsense_morality
131,131,Is not liking being surprised wrong?,0,it's okay,action_question,Is {action} wrong?,social_chem
132,132,Is having your own opinion about things wrong?,0,You should always,action_question,Is {action} wrong?,social_chem
133,133,Is lying to your partner wrong?,-1,You shouldn't,action_question,Is {action} wrong?,social_chem
134,134,Is keeping track of their possessions wrong?,0,it's expected,action_question,Is {action} wrong?,social_chem
135,135,Is having irrational fears wrong?,-1,It's bad,action_question,Is {action} wrong?,social_chem
136,136,Is being scared of creepypastas wrong?,0,It's ok,action_question,Is {action} wrong?,social_chem
137,137,Is I insisted she put cement into the spaghetti sauce wrong?,-1,It's not ok,action_question,Is {action} wrong?,ethics_commonsense_morality
138,138,Is being more active at night wrong?,0,It's okay,action_question,Is {action} wrong?,social_chem
139,139,Is people viewing the end of their virginity as a very big deal wrong?,0,It's normal,action_question,Is {action} wrong?,social_chem
140,140,Is treating disabled people with respect wrong?,0,It is expected,action_question,Is {action} wrong?,social_chem
141,141,Is killing animals wrong?,-1,it's bad,action_question,Is {action} wrong?,social_chem
142,142,Is I put five dollars in the blind beggar's cup while he played the guitar and sang wrong?,1,it's good,action_question,Is {action} wrong?,ethics_commonsense_morality
143,143,Is remaining unhygienic wrong?,-1,It is unacceptable,action_question,Is {action} wrong?,social_chem
144,144,Is Cadence light several strong smelling candles to relax her mind wrong?,-1,it is unethical,action_question,Is {action} wrong?,moral_stories
145,145,Is I handed my wife some fire-starter to put on the campfire wrong?,1,It is ethical,action_question,Is {action} wrong?,ethics_commonsense_morality
146,146,Is taking care of your toenails wrong?,0,it's important,action_question,Is {action} wrong?,social_chem
147,147,Is primping before a dance wrong?,0,it is normal,action_question,Is {action} wrong?,social_chem
148,148,Is kids arguing among themselves wrong?,0,it's normal,action_question,Is {action} wrong?,social_chem
149,149,Is expecting your friends to take you with them on their vacation wrong?,-1,You shouldn't,action_question,Is {action} wrong?,social_chem
150,150,Is addressing strangers by their actual name wrong?,0,You should,action_question,Is {action} wrong?,social_chem
151,151,Is staying somewhere you do not want to be wrong?,-1,should never,action_question,Is {action} wrong?,social_chem
152,152,Is using violence to get back at someone wrong?,-1,it's immature,action_question,Is {action} wrong?,social_chem
153,153,Is giving your partner an ultimatum about what she's allowed to do wrong?,-1,it's wrong,action_question,Is {action} wrong?,social_chem
154,154,Is engaging in behavior that could hurt or kill others wrong?,-1,you shouldn't,action_question,Is {action} wrong?,social_chem
155,155,Is having to move wrong?,0,It is understandable,action_question,Is {action} wrong?,social_chem
156,156,Is I sold bell peppers at the farmer's market wrong?,1,it's acceptable,action_question,Is {action} wrong?,ethics_commonsense_morality
157,157,Is rewarding someone despite being upset with their actions wrong?,1,It's noble,action_question,Is {action} wrong?,social_chem
158,158,Is ditching your friend wrong?,-1,is immature and selfish,action_question,Is {action} wrong?,social_chem
159,159,Is insulting someone's cooking wrong?,-1,it's rude,action_question,Is {action} wrong?,social_chem
160,160,Is looking for something you've lost wrong?,0,It's normal to,action_question,Is {action} wrong?,social_chem
161,161,Is eating seafood wrong?,0,it's good for you,action_question,Is {action} wrong?,social_chem
162,162,Is Dave going to the kitchen and grabbing a knife and beginning to cut himself wrong?,-1,it's unethical,action_question,Is {action} wrong?,moral_stories
163,163,Is Amy jumping on the man's back and starting choking him while the woman ran away wrong?,-1,It's not good,action_question,Is {action} wrong?,moral_stories
164,164,Is including parents in a special event wrong?,0,it's expected,action_question,Is {action} wrong?,social_chem
165,165,Is wearing make-up wrong?,0,It's okay,action_question,Is {action} wrong?,social_chem
166,166,Is having your dog eat a vegan diet since they are carnivores wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
167,167,Is breaking up relationships wrong?,-1,it's wrong,action_question,Is {action} wrong?,social_chem
168,168,Is taking other peoples opinion for information wrong?,0,mature thing to do,action_question,Is {action} wrong?,social_chem
169,169,Is fearing relationships wrong?,-1,It's bad,action_question,Is {action} wrong?,social_chem
170,170,Is Dane drinking three shots of vodka before leaving the house wrong?,-1,it's not okay,action_question,Is {action} wrong?,moral_stories
171,171,Is respecting your parent's wishes wrong?,0,You should,action_question,Is {action} wrong?,social_chem
172,172,Is not sharing recipes wrong?,-1,it's rude,action_question,Is {action} wrong?,social_chem
173,173,Is being patient with someone who is afraid wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
174,174,Is acting out of spite wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
175,175,Is defending somebody who's being bullied wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
176,176,Is talking through your feelings wrong?,0,It is good,action_question,Is {action} wrong?,social_chem
177,177,Is John telling the man to go to hell wrong?,-1,it's not ok,action_question,Is {action} wrong?,moral_stories
178,178,Is wanting to feel loved wrong?,0,it's understandable,action_question,Is {action} wrong?,social_chem
179,179,Is outgrowing a friendship wrong?,0,it's okay,action_question,Is {action} wrong?,social_chem
180,180,Is Laura calling her neighbor and asking them to stop her son wrong?,1,It is fine,action_question,Is {action} wrong?,moral_stories
181,181,Is Dave telling Phil that he can help him figure out the screen if he's having a hard time wrong?,1,it's fine,action_question,Is {action} wrong?,moral_stories
182,182,Is James putting alongside the other driver and raising his middle finger at him wrong?,-1,it is not good,action_question,Is {action} wrong?,moral_stories
183,183,Is always leaving hard jobs to the professionals wrong?,0,You should,action_question,Is {action} wrong?,social_chem
184,184,"Is getting their permission first, when going to entangle your siblings in committing fraud against the court wrong?",0,you had better,action_question,Is {action} wrong?,social_chem
185,185,Is giving a person a ride who has no transportation wrong?,1,it's kind,action_question,Is {action} wrong?,social_chem
186,186,Is ditching your friends to go clubbing wrong?,-1,It's rude,action_question,Is {action} wrong?,social_chem
187,187,Is being honest with your roommates wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
188,188,Is Mary going to the party and ignoring John's calls during the week of the move wrong?,-1,it is not good,action_question,Is {action} wrong?,moral_stories
189,189,Is talking badly about someone else's weight wrong?,-1,considered rude,action_question,Is {action} wrong?,social_chem
190,190,Is Jed driving to the middle of nowhere and leaving his dog in the woods wrong?,-1,it's bad,action_question,Is {action} wrong?,moral_stories
191,191,"Is doing your best if you want to win a co-op game, wrong?",1,it's good,action_question,Is {action} wrong?,social_chem
192,192,Is expecting your children to pay rent if they are adults living in your home wrong?,0,It's OK,action_question,Is {action} wrong?,social_chem
193,193,Is moving on from your bad childhood wrong?,0,It's okay,action_question,Is {action} wrong?,social_chem
194,194,Is keeping in touch with your friends wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
195,195,Is neighbors being kind to one another wrong?,0,it is expected,action_question,Is {action} wrong?,social_chem
196,196,Is Teddy starting talking about how he stays fit and directly tells the girl how great it feels to have good self control wrong?,-1,it's not okay,action_question,Is {action} wrong?,moral_stories
197,197,Is asking for advice wrong?,0,it's fine,action_question,Is {action} wrong?,social_chem
198,198,Is learning new things wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
199,199,Is finding someone who cares for you as much as you do for them wrong?,0,it's exciting,action_question,Is {action} wrong?,social_chem
200,200,Is Trevor picking up extra shifts at the gas station wrong?,1,it is fine,action_question,Is {action} wrong?,moral_stories
201,201,Is wanting to protect their children from painful experiences wrong?,0,It's normal,action_question,Is {action} wrong?,social_chem
202,202,Is obsessing on your partner's past relationships wrong?,-1,Your partner might think your nosy,action_question,Is {action} wrong?,social_chem
203,203,Is wanting something to go well wrong?,0,can make you nervous,action_question,Is {action} wrong?,social_chem
204,204,Is seeing a career counselor if you don't know what career to choose wrong?,0,you should,action_question,Is {action} wrong?,social_chem
205,205,Is people getting sick wrong?,-1,It's frowned upon,action_question,Is {action} wrong?,social_chem
206,206,Is being polite to others wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
207,207,Is Brooke telling her mother she would love to have her plan the wedding wrong?,1,it is good,action_question,Is {action} wrong?,moral_stories
208,208,Is I brought a bag of candy to the Halloween party wrong?,1,it is okay,action_question,Is {action} wrong?,ethics_commonsense_morality
209,209,Is kicking someone out of anger wrong?,-1,It is immature,action_question,Is {action} wrong?,social_chem
210,210,Is taking your car to the shop getting it fixed if it's broken wrong?,0,It's good,action_question,Is {action} wrong?,social_chem
211,211,Is getting exercise by hiking wrong?,0,It's good,action_question,Is {action} wrong?,social_chem
212,212,Is Coy eating some of his chips and refusing to share any with his father wrong?,-1,it is wrong,action_question,Is {action} wrong?,moral_stories
213,213,"Is cutting toxic people out of your life, even if they're close friends wrong?",0,It's fine,action_question,Is {action} wrong?,social_chem
214,214,Is not voting when both of the candidates are of poor quality wrong?,0,It's understandable,action_question,Is {action} wrong?,social_chem
215,215,Is enjoying walking by a stream wrong?,0,it's expected,action_question,Is {action} wrong?,social_chem
216,216,Is people sexually assaulting others wrong?,-1,it's wrong,action_question,Is {action} wrong?,social_chem
217,217,Is Mary grabbing the kids from school one day and driving to the next state wrong?,-1,It's not acceptable,action_question,Is {action} wrong?,moral_stories
218,218,Is stealing wrong?,-1,it's wrong,action_question,Is {action} wrong?,social_chem
219,219,Is Luke noticing the dog is hurt and deciding to go back home so the dog can rest wrong?,1,It's acceptable,action_question,Is {action} wrong?,moral_stories
220,220,Is getting help when you need it from professionals wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
221,221,Is taking someone pet with out first asking wrong?,-1,It is not okay,action_question,Is {action} wrong?,social_chem
222,222,Is leading someone on for the purpose of having sex and then abandon them wrong?,-1,you shouldn't,action_question,Is {action} wrong?,social_chem
223,223,Is needing space from family wrong?,0,it is okay,action_question,Is {action} wrong?,social_chem
224,224,Is I pushed my daughter down the hill on her crutches wrong?,-1,it's immoral,action_question,Is {action} wrong?,ethics_commonsense_morality
225,225,Is giving people the option of deciding what difficulties they are willing to endure in a relationship rather than deciding for them unilaterally wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
226,226,Is telling your family no when they ask for your money wrong?,0,it's okay,action_question,Is {action} wrong?,social_chem
227,227,Is needing someone to talk to wrong?,0,It's understandable to,action_question,Is {action} wrong?,social_chem
228,228,Is helping out your friends wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
229,229,Is aiming to avoid fights wrong?,0,It's expected,action_question,Is {action} wrong?,social_chem
230,230,Is I quietly looked at the animals at the zoo wrong?,1,It is fine,action_question,Is {action} wrong?,ethics_commonsense_morality
231,231,Is sharing with your friends wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
232,232,Is taking pride in your yard wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
233,233,Is doing something with someone else's child without their permission wrong?,-1,It is unacceptable,action_question,Is {action} wrong?,social_chem
234,234,Is wanting time away from your kids wrong?,0,It's okay,action_question,Is {action} wrong?,social_chem
235,235,Is asking someone to marry you when you want to spend your life together wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
236,236,Is having fun and do silly things wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
237,237,Is liking the smell of used pads wrong?,-1,It's considered gross,action_question,Is {action} wrong?,social_chem
238,238,Is being attractive when selling homes wrong?,0,it is useful,action_question,Is {action} wrong?,social_chem
239,239,Is having some excitement about a change while experiencing a loss wrong?,0,It's ok,action_question,Is {action} wrong?,social_chem
240,240,Is being upset when somebody dies wrong?,0,It is normal,action_question,Is {action} wrong?,social_chem
241,241,Is not telling people the truth wrong?,-1,it's wrong,action_question,Is {action} wrong?,social_chem
242,242,Is Earl thinking of something new he can try with his wife in the bedroom wrong?,1,It is ok,action_question,Is {action} wrong?,moral_stories
243,243,"Is When the disaster happened, I bought thousands of essential supplies in order to sell at a higher price wrong?",-1,it's not okay,action_question,Is {action} wrong?,ethics_commonsense_morality
244,244,Is calling someone out in front of others wrong?,-1,It is rude,action_question,Is {action} wrong?,social_chem
245,245,Is doing more daily than playing with toys wrong?,0,It is expected,action_question,Is {action} wrong?,social_chem
246,246,Is fixing things that are broken wrong?,1,You should,action_question,Is {action} wrong?,social_chem
247,247,Is being social wrong?,0,It's expected,action_question,Is {action} wrong?,social_chem
248,248,Is not being happy if your situation isn't ideal wrong?,-1,It is not okay,action_question,Is {action} wrong?,social_chem
249,249,Is John getting up from the couch and starting to laugh and point at the TV and remarking how funny it was the way the jockey fell wrong?,-1,It's bad,action_question,Is {action} wrong?,moral_stories
250,250,Is abusing someones kindness towards your children wrong?,-1,it is disrespectful,action_question,Is {action} wrong?,social_chem
251,251,Is working your way up the ladder in a company wrong?,0,It's good,action_question,Is {action} wrong?,social_chem
252,252,Is trying to be inclusive of associates of those close to you wrong?,1,You should,action_question,Is {action} wrong?,social_chem
253,253,Is resolving conflict with family wrong?,0,It is good,action_question,Is {action} wrong?,social_chem
254,254,Is being supportive of friends wrong?,1,You should,action_question,Is {action} wrong?,social_chem
255,255,Is when it's spruced up with pretty things wrong?,1,People feel more comfortable in your home,action_question,Is {action} wrong?,social_chem
256,256,Is worrying your partner too much wrong?,-1,You shouldn't,action_question,Is {action} wrong?,social_chem
257,257,Is charging your friends to use your belongings wrong?,-1,it's bad,action_question,Is {action} wrong?,social_chem
258,258,Is putting space between you and someone you are struggling to forgive until you can be decent to them wrong?,0,It is good,action_question,Is {action} wrong?,social_chem
259,259,Is obeying your teacher wrong?,0,You should,action_question,Is {action} wrong?,social_chem
260,260,Is making music that others don't like wrong?,0,It's OK,action_question,Is {action} wrong?,social_chem
261,261,Is feeling bad if your significant other expresses doubt toward you wrong?,0,it's okay,action_question,Is {action} wrong?,social_chem
262,262,"Is Amelia rocking her son in her arms until he falls asleep, then tucks him in before getting some sleep wrong?",1,it is okay,action_question,Is {action} wrong?,moral_stories
263,263,Is going out on dates wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
264,264,Is respecting someone's job wrong?,0,It's good,action_question,Is {action} wrong?,social_chem
265,265,Is practicing when you aren't good at something wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
266,266,Is sharing your feelings with someone who isn't interested wrong?,-1,it's awkward,action_question,Is {action} wrong?,social_chem
267,267,Is Monica feeling that her friend is annoying and starting to distance from him wrong?,-1,It is not ok,action_question,Is {action} wrong?,moral_stories
268,268,"Is Julie entering James in the minimum number of the easiest classes, so he can easily get A's wrong?",-1,it's not ok,action_question,Is {action} wrong?,moral_stories
269,269,Is Shawn telling William his dog is ugly wrong?,-1,It's immoral,action_question,Is {action} wrong?,moral_stories
270,270,Is putting too much bubble bath in the water because it's wasteful wrong?,-1,You shouldn't,action_question,Is {action} wrong?,social_chem
